"bigram","rep_n","dem_n","rep_not","dem_not","ps_pvalue","compare","which","sig","app_ratio","R_ratio","D_ratio"
"colleague republican",8,27,478110,834938,0.135983489481333,-1.56044136582291e-05,"D",0,-1.56044136582291e-05,0.00167322711129888,0.0032336684771218
"colleague rise",6,28,478112,834937,0.0361056535143129,-2.09851364280029e-05,"D",1,-2.09851364280029e-05,0.00125492033347416,0.00335343397627445
"colleague senate",87,88,478031,834877,0.000345151899845659,7.65698090994137e-05,"R",1,7.65698090994137e-05,0.0181963448353754,0.010539363925434
"colleague senator",174,238,477944,834727,0.0161845429543049,7.88850087241787e-05,"R",1,7.88850087241787e-05,0.0363926896707507,0.0285041887983329
"colleague south",22,3,478096,834962,2.56639750900304e-07,4.24207805861395e-05,"R",1,4.24207805861395e-05,0.00460137455607193,0.000359296497457977
"colleague speak",11,33,478107,834932,0.156619122244554,-1.65157419400178e-05,"D",0,-1.65157419400178e-05,0.00230068727803597,0.00395226147203775
"colleague stand",10,29,478108,834936,0.218130036554067,-1.38166558630351e-05,"D",0,-1.38166558630351e-05,0.00209153388912361,0.00347319947542711
"colleague support",178,334,477940,834631,0.466394704486031,-2.77237349058796e-05,"D",0,-2.77237349058796e-05,0.0372293032264002,0.0400016767169881
"colleague talk",23,30,478095,834935,0.360719738573555,1.21756297040452e-05,"R",0,1.21756297040452e-05,0.00481052794498429,0.00359296497457977
"colleague time",17,24,478101,834941,0.610093539495767,6.81235631846311e-06,"R",0,6.81235631846311e-06,0.00355560761151013,0.00287437197966382
"colleague understand",17,21,478101,834944,0.369207627721839,1.04053212930429e-05,"R",0,1.04053212930429e-05,0.00355560761151013,0.00251507548220584
"colleague united",36,3,478082,834962,1.35939686620996e-12,7.170225503387e-05,"R",1,7.170225503387e-05,0.00752952200084498,0.000359296497457977
"colleague vote",73,98,478045,834867,0.10377590664631,3.53117847364173e-05,"R",0,3.53117847364173e-05,0.0152681973906023,0.0117370189169606
"colleague yield",14,25,478104,834940,0.999999999994554,-6.59900340434299e-07,"D",0,-6.59900340434299e-07,0.00292814744477305,0.00299413747881648
"collect data",12,21,478106,834944,0.999999999991113,-5.23481525751444e-08,"D",0,-5.23481525751444e-08,0.00250984066694833,0.00251507548220584
"collect fee",4,28,478114,834937,0.00860252020072498,-2.51682042062501e-05,"D",1,-2.51682042062501e-05,0.000836613555649442,0.00335343397627445
"collect information",12,25,478106,834940,0.739717154191526,-4.84296811868151e-06,"D",0,-4.84296811868151e-06,0.00250984066694833,0.00299413747881648
"collect sale",50,5,478068,834960,1.46381209503778e-16,9.85884194985473e-05,"R",1,9.85884194985473e-05,0.010457669445618,0.000598827495763295
"collect tax",33,13,478085,834952,1.39089925162633e-06,5.34511034512333e-05,"R",1,5.34511034512333e-05,0.0069020618341079,0.00155695148898457
"collective bargaining",40,142,478078,834823,7.18672418308747e-05,-8.64056532318317e-05,"D",1,-8.64056532318317e-05,0.00836613555649442,0.0170067008796776
"college career",19,51,478099,834914,0.136882811970855,-2.13412606745076e-05,"D",0,-2.13412606745076e-05,0.00397391438933485,0.00610804045678561
"college degree",13,46,478105,834919,0.0307778207603001,-2.79021890516163e-05,"D",1,-2.79021890516163e-05,0.00271899405586069,0.00550921296102232
"college education",19,55,478099,834910,0.0720792706571631,-2.6131880640614e-05,"D",0,-2.6131880640614e-05,0.00397391438933485,0.00658710245339625
"college graduate",14,31,478104,834934,0.559158544730163,-7.84583028959385e-06,"D",0,-7.84583028959385e-06,0.00292814744477305,0.00371273047373243
"college law",12,32,478106,834933,0.269928877107225,-1.32265530593676e-05,"D",0,-1.32265530593676e-05,0.00250984066694833,0.00383249597288509
"college president",9,24,478109,834941,0.362719084070336,-9.91991479452573e-06,"D",0,-9.91991479452573e-06,0.00188238050021125,0.00287437197966382
"college school",4,58,478114,834907,1.8349016040329e-06,-6.10978539520479e-05,"D",1,-6.10978539520479e-05,0.000836613555649442,0.00694639895085423
"college student",20,111,478098,834854,7.85284175712474e-07,-9.11090262769795e-05,"D",1,-9.11090262769795e-05,0.00418306777824721,0.0132939704059452
"college university",46,135,478072,834830,0.00271919122614135,-6.54728649564039e-05,"D",1,-6.54728649564039e-05,0.00962105588996858,0.016168342385609
"collins senator",16,22,478102,834943,0.574918408345969,7.11613241239269e-06,"R",0,7.11613241239269e-06,0.00334645422259777,0.0026348409813585
"colloquy senator",24,17,478094,834948,0.00540393408182043,2.98366784830145e-05,"R",1,2.98366784830145e-05,0.00501968133389665,0.0020360134855952
"colombia agreement",26,5,478092,834960,1.12715043553038e-07,4.83916061595808e-05,"R",1,4.83916061595808e-05,0.00543798811172137,0.000598827495763295
"colombia panama",124,65,477994,834900,1.37724503415828e-16,0.000181502627802099,"R",1,0.000181502627802099,0.0259350202251327,0.00778475744492284
"colombia trade",32,11,478086,834954,5.13790478591189e-07,5.37548795451629e-05,"R",1,5.37548795451629e-05,0.00669290844519554,0.00131742049067925
"colombian government",4,26,478114,834939,0.0147970347840894,-2.27728942231969e-05,"D",1,-2.27728942231969e-05,0.000836613555649442,0.00311390297796914
"colonel colonel",0,30,478118,834935,7.6521874948383e-05,-3.59296497457977e-05,"D",1,-3.59296497457977e-05,0,0.00359296497457977
"colonel major",0,40,478118,834925,3.8066188452885e-06,-4.79061996610636e-05,"D",1,-4.79061996610636e-05,0,0.00479061996610636
"colorado bennet",23,32,478095,834933,0.488216943365217,9.78031972099202e-06,"R",0,9.78031972099202e-06,0.00481052794498429,0.00383249597288509
"colorado river",6,24,478112,834941,0.0932605849733469,-1.61945164618966e-05,"D",0,-1.61945164618966e-05,0.00125492033347416,0.00287437197966382
"colorado submit",23,12,478095,834953,0.000610055713194674,3.37334195515238e-05,"R",1,3.37334195515238e-05,0.00481052794498429,0.00143718598983191
"colorectal cancer",3,31,478115,834934,0.00155092399416931,-3.08527030699535e-05,"D",1,-3.08527030699535e-05,0.000627460166737082,0.00371273047373243
"colored people",2,33,478116,834932,0.000319886713155864,-3.53395469421303e-05,"D",1,-3.53395469421303e-05,0.000418306777824721,0.00395226147203775
"columbia circuit",3,23,478115,834942,0.0150141392118228,-2.12714631377408e-05,"D",1,-2.12714631377408e-05,0.000627460166737082,0.00275460648051116
"columbia transmit",79,16,478039,834949,7.7817286947615e-21,0.000146068697376339,"R",1,0.000146068697376339,0.0165231177240765,0.00191624798644255
"columbia university",4,53,478114,834912,7.65954432447953e-06,-5.51095789944149e-05,"D",1,-5.51095789944149e-05,0.000836613555649442,0.00634757145509093
"combat action",43,8,478075,834957,3.30863029730413e-12,8.03547173001023e-05,"R",1,8.03547173001023e-05,0.0089935957232315,0.000958123993221273
"combat loss",1,25,478117,834940,0.0011655099554737,-2.78498408990412e-05,"D",1,-2.78498408990412e-05,0.000209153388912361,0.00299413747881648
"combat operation",37,71,478081,834894,0.715160283729494,-7.64675050081456e-06,"D",0,-7.64675050081456e-06,0.00773867538975734,0.0085033504398388
"combat team",42,58,478076,834907,0.29029973323341,1.83804338346492e-05,"R",0,1.83804338346492e-05,0.00878444233431914,0.00694639895085423
"combat vehicle",7,34,478111,834931,0.0159014478616002,-2.60795324880389e-05,"D",1,-2.60795324880389e-05,0.00146407372238652,0.00407202697119041
"combat veteran",29,18,478089,834947,0.000557006999285343,3.90966929371059e-05,"R",1,3.90966929371059e-05,0.00606544827845846,0.00215577898474786
"combatant command",15,22,478103,834943,0.725517370191873,5.02459852326908e-06,"R",0,5.02459852326908e-06,0.00313730083368541,0.0026348409813585
"combating autism",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"coming week",15,26,478103,834939,0.999999999999397,2.33978557162719e-07,"R",0,2.33978557162719e-07,0.00313730083368541,0.00311390297796914
"command control",18,26,478100,834939,0.643139698796569,6.50858022453354e-06,"R",0,6.50858022453354e-06,0.00376476100042249,0.00311390297796914
"commander chief",35,17,478083,834948,7.2535990802377e-06,5.28435512633741e-05,"R",1,5.28435512633741e-05,0.00732036861193262,0.0020360134855952
"commander lieutenant",0,43,478118,834922,1.5572860115981e-06,-5.14991646356434e-05,"D",1,-5.14991646356434e-05,0,0.00514991646356434
"commander united",14,43,478104,834922,0.085112490001791,-2.22176901879129e-05,"D",0,-2.22176901879129e-05,0.00292814744477305,0.00514991646356434
"commemorate anniversary",46,69,478072,834896,0.482181117382394,1.35723644843511e-05,"R",0,1.35723644843511e-05,0.00962105588996858,0.00826381944153348
"commemorate life",11,23,478107,834942,0.753780982393485,-4.53919202475193e-06,"D",0,-4.53919202475193e-06,0.00230068727803597,0.00275460648051116
"commence date",5,22,478113,834943,0.0832211919966864,-1.5890740367967e-05,"D",0,-1.5890740367967e-05,0.0010457669445618,0.0026348409813585
"commend senator",45,47,478073,834918,0.0171406635730307,3.78292404088125e-05,"R",1,3.78292404088125e-05,0.00941190250105623,0.00562897846017498
"commendation medal",74,31,478044,834934,8.48997238281169e-13,0.000117646203057822,"R",1,0.000117646203057822,0.0154773507795147,0.00371273047373243
"comment period",15,31,478103,834934,0.701823109196027,-5.75429640047024e-06,"D",0,-5.75429640047024e-06,0.00313730083368541,0.00371273047373243
"comment senator",24,29,478094,834936,0.230347165229172,1.54648185846954e-05,"R",0,1.54648185846954e-05,0.00501968133389665,0.00347319947542711
"commerce clause",25,6,478093,834959,8.15299521602689e-07,4.51024172789306e-05,"R",1,4.51024172789306e-05,0.00522883472280901,0.000718592994915955
"commerce committee",25,82,478093,834883,0.00684113803549074,-4.59193620770903e-05,"D",1,-4.59193620770903e-05,0.00522883472280901,0.00982077093051805
"commerce department",23,39,478095,834926,0.999999999998066,1.39673478030588e-06,"R",0,1.39673478030588e-06,0.00481052794498429,0.0046708544669537
"commerce house",1,31,478117,834934,0.000191774510044911,-3.50357708482007e-05,"D",1,-3.50357708482007e-05,0.000209153388912361,0.00371273047373243
"commerce justice",17,41,478101,834924,0.323371596772723,-1.35477785374889e-05,"D",0,-1.35477785374889e-05,0.00355560761151013,0.00491038546525902
"commerce science",558,658,477560,834307,7.87387719540802e-12,0.000379018925706475,"R",1,0.000379018925706475,0.116707591013097,0.0788056984424497
"commerce secretary",20,39,478098,834926,0.790264633222596,-4.87786688706493e-06,"D",0,-4.87786688706493e-06,0.00418306777824721,0.0046708544669537
"commerce transmit",80,125,478038,834840,0.480902919533153,1.76158371890646e-05,"R",0,1.76158371890646e-05,0.0167322711129888,0.0149706873940824
"commercial network",0,27,478118,834938,0.000189906534439975,-3.2336684771218e-05,"D",1,-3.2336684771218e-05,0,0.0032336684771218
"commission act",23,72,478095,834893,0.0180315081295564,-3.81258799400716e-05,"D",1,-3.81258799400716e-05,0.00481052794498429,0.00862311593899145
"commission appoint",24,20,478094,834945,0.0191211173854763,2.62437135084347e-05,"R",1,2.62437135084347e-05,0.00501968133389665,0.00239530998305318
"commission civil",7,27,478111,834938,0.0819784879389478,-1.76959475473527e-05,"D",0,-1.76959475473527e-05,0.00146407372238652,0.0032336684771218
"commission commission",19,24,478099,834941,0.367588407336268,1.09954240967103e-05,"R",0,1.09954240967103e-05,0.00397391438933485,0.00287437197966382
"commission conduct",10,22,478108,834943,0.672184234886286,-5.43307092234894e-06,"D",0,-5.43307092234894e-06,0.00209153388912361,0.0026348409813585
"commission determine",3,29,478115,834936,0.00274585688379751,-2.84573930869003e-05,"D",1,-2.84573930869003e-05,0.000627460166737082,0.00347319947542711
"commission determines",2,21,478116,834944,0.0109038763736045,-2.09676870438112e-05,"D",1,-2.09676870438112e-05,0.000418306777824721,0.00251507548220584
"commission establish",7,29,478111,834936,0.0520694737398585,-2.00912575304059e-05,"D",0,-2.00912575304059e-05,0.00146407372238652,0.00347319947542711
"commission federal",14,28,478104,834937,0.799268180680544,-4.25286531501407e-06,"D",0,-4.25286531501407e-06,0.00292814744477305,0.00335343397627445
"commission fiscal",12,22,478106,834943,0.999999999994491,-1.25000314410174e-06,"D",0,-1.25000314410174e-06,0.00250984066694833,0.0026348409813585
"commission issue",8,24,478110,834941,0.246896225054987,-1.20114486836493e-05,"D",0,-1.20114486836493e-05,0.00167322711129888,0.00287437197966382
"commission president",21,19,478097,834946,0.051137684814984,2.11667668325905e-05,"R",0,2.11667668325905e-05,0.00439222116715957,0.00227554448390052
"commission provide",8,32,478110,834933,0.0462753110307929,-2.15926886158621e-05,"D",1,-2.15926886158621e-05,0.00167322711129888,0.00383249597288509
"commission report",32,34,478086,834931,0.0560708065910814,2.62088147400513e-05,"R",0,2.62088147400513e-05,0.00669290844519554,0.00407202697119041
"commission review",9,21,478109,834944,0.589097014464801,-6.32694981994596e-06,"D",0,-6.32694981994596e-06,0.00188238050021125,0.00251507548220584
"commission schedule",0,91,478118,834874,1.16095857491692e-12,-0.00010898660422892,"D",1,-0.00010898660422892,0,0.010898660422892
"commission section",9,25,478109,834940,0.304661197090482,-1.11175697860523e-05,"D",0,-1.11175697860523e-05,0.00188238050021125,0.00299413747881648
"commission serve",9,32,478109,834933,0.0780635155982412,-1.95011547267385e-05,"D",0,-1.95011547267385e-05,0.00188238050021125,0.00383249597288509
"commission submit",6,38,478112,834927,0.00285368855389912,-3.29616863432688e-05,"D",1,-3.29616863432688e-05,0.00125492033347416,0.00455108896780105
"commission term",9,25,478109,834940,0.304661197090482,-1.11175697860523e-05,"D",0,-1.11175697860523e-05,0.00188238050021125,0.00299413747881648
"commission transmit",81,119,478037,834846,0.259265296651926,2.68933010273477e-05,"R",0,2.68933010273477e-05,0.0169414245019012,0.0142520943991664
"commission wartime",2,25,478116,834940,0.00336608295335049,-2.57583070099176e-05,"D",1,-2.57583070099176e-05,0.000418306777824721,0.00299413747881648
"commit crime",11,21,478107,834944,0.955526863122002,-2.14388204169875e-06,"D",0,-2.14388204169875e-06,0.00230068727803597,0.00251507548220584
"commit offense",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"commitment community",29,60,478089,834905,0.521971940545413,-1.12048167070109e-05,"D",0,-1.12048167070109e-05,0.00606544827845846,0.00718592994915955
"commitment dedication",15,21,478103,834944,0.629764321949613,6.22225351479567e-06,"R",0,6.22225351479567e-06,0.00313730083368541,0.00251507548220584
"commitment excellence",19,22,478099,834943,0.246425446132197,1.33907340797635e-05,"R",0,1.33907340797635e-05,0.00397391438933485,0.0026348409813585
"commitment improve",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"commitment provide",7,34,478111,834931,0.0159014478616002,-2.60795324880389e-05,"D",1,-2.60795324880389e-05,0.00146407372238652,0.00407202697119041
"commitment public",22,44,478096,834921,0.695155524047847,-6.68307406645068e-06,"D",0,-6.68307406645068e-06,0.00460137455607193,0.005269681962717
"commitment rule",3,27,478115,834938,0.0048513536390296,-2.60620831038471e-05,"D",1,-2.60620831038471e-05,0.000627460166737082,0.0032336684771218
"commitment serve",19,28,478099,834937,0.674276242077675,6.20480413060396e-06,"R",0,6.20480413060396e-06,0.00397391438933485,0.00335343397627445
"commitment service",16,22,478102,834943,0.574918408345969,7.11613241239269e-06,"R",0,7.11613241239269e-06,0.00334645422259777,0.0026348409813585
"committee act",4,32,478114,834933,0.00286670794453233,-2.99588241723565e-05,"D",1,-2.99588241723565e-05,0.000836613555649442,0.00383249597288509
"committee agriculture",109,175,478009,834790,0.530134184210623,1.83875703973196e-05,"R",0,1.83875703973196e-05,0.0227977193914473,0.0209589623517153
"committee appropriation",221,385,477897,834580,0.999999999996735,1.1318177585793e-06,"R",0,1.1318177585793e-06,0.0462228989496317,0.0461097171737738
"committee armed",170,354,477948,834611,0.065302339256287,-6.84091058494003e-05,"D",0,-6.84091058494003e-05,0.0355560761151013,0.0423969867000413
"committee authorize",6,22,478112,834943,0.146685920888317,-1.37992064788434e-05,"D",0,-1.37992064788434e-05,0.00125492033347416,0.0026348409813585
"committee banking",167,317,477951,834648,0.40928700738628,-3.03704728302872e-05,"D",0,-3.03704728302872e-05,0.0349286159483642,0.0379656632313929
"committee bill",31,144,478087,834821,4.14523776933913e-07,-0.000107624768216997,"D",1,-0.000107624768216997,0.00648375505628318,0.0172462318779829
"committee bipartisan",11,32,478107,834933,0.187667626895842,-1.53180869484913e-05,"D",0,-1.53180869484913e-05,0.00230068727803597,0.00383249597288509
"committee board",1,25,478117,834940,0.0011655099554737,-2.78498408990412e-05,"D",1,-2.78498408990412e-05,0.000209153388912361,0.00299413747881648
