"bigram","rep_n","dem_n","rep_not","dem_not","ps_pvalue","compare","which","sig","app_ratio","R_ratio","D_ratio"
"legislative affair",135,125,477983,834840,2.83790238726078e-07,0.000132650201090863,"R",1,0.000132650201090863,0.0282357075031687,0.0149706873940824
"legislative body",11,22,478107,834943,0.851938658143214,-3.34153703322534e-06,"D",0,-3.34153703322534e-06,0.00230068727803597,0.0026348409813585
"legislative branch",42,67,478076,834898,0.718457899946366,7.60153891090983e-06,"R",0,7.60153891090983e-06,0.00878444233431914,0.00802428844322816
"legislative clerk",4,24,478114,834941,0.0252969764039692,-2.03775842401438e-05,"D",1,-2.03775842401438e-05,0.000836613555649442,0.00287437197966382
"legislative day",22,30,478096,834935,0.459616648541115,1.00840958149216e-05,"R",0,1.00840958149216e-05,0.00460137455607193,0.00359296497457977
"legislative language",23,59,478095,834906,0.144524581258706,-2.25563650502259e-05,"D",0,-2.25563650502259e-05,0.00481052794498429,0.00706616445000689
"legislative matter",14,35,478104,834930,0.321118306072549,-1.26364502557002e-05,"D",0,-1.26364502557002e-05,0.00292814744477305,0.00419179247034307
"legislative process",52,87,478066,834878,0.875677446937874,4.56377797161407e-06,"R",0,4.56377797161407e-06,0.0108759762234427,0.0104195984262813
"legislative proposal",34,44,478084,834921,0.230205646745618,1.84153326030326e-05,"R",0,1.84153326030326e-05,0.00711121522302026,0.005269681962717
"legislative session",12,107,478106,834858,4.26169841921389e-09,-0.000103050677423862,"D",1,-0.000103050677423862,0.00250984066694833,0.0128149084093345
"legislative vehicle",7,24,478111,834941,0.157420784750278,-1.41029825727729e-05,"D",0,-1.41029825727729e-05,0.00146407372238652,0.00287437197966382
"legislature utah",0,36,478118,834929,1.25863046641154e-05,-4.31155796949573e-05,"D",1,-4.31155796949573e-05,0,0.00431155796949573
"lend money",21,6,478097,834959,1.9806793848506e-05,3.67362817224362e-05,"R",1,3.67362817224362e-05,0.00439222116715957,0.000718592994915955
"lending fund",42,22,478076,834943,2.27725419659814e-06,6.14960135296064e-05,"R",1,6.14960135296064e-05,0.00878444233431914,0.0026348409813585
"length time",16,35,478102,834930,0.546898789871517,-8.45338247745299e-06,"D",0,-8.45338247745299e-06,0.00334645422259777,0.00419179247034307
"leon panetta",34,43,478084,834922,0.195723037492117,1.96129875945592e-05,"R",0,1.96129875945592e-05,0.00711121522302026,0.00514991646356434
"lesson learn",41,65,478077,834900,0.700808424442248,7.90531500483942e-06,"R",0,7.90531500483942e-06,0.00857528894540678,0.00778475744492284
"letter carrier",5,23,478113,834942,0.0651704090761061,-1.70883953594936e-05,"D",0,-1.70883953594936e-05,0.0010457669445618,0.00275460648051116
"letter president",48,29,478070,834936,4.03415905641669e-06,6.56616319236619e-05,"R",1,6.56616319236619e-05,0.0100393626677933,0.00347319947542711
"letter print",19,27,478099,834938,0.591679520786455,7.40245912213055e-06,"R",0,7.40245912213055e-06,0.00397391438933485,0.0032336684771218
"letter regard",25,18,478093,834947,0.00506956476050916,3.07305573806115e-05,"R",1,3.07305573806115e-05,0.00522883472280901,0.00215577898474786
"letter secretary",21,18,478097,834947,0.0360519378408844,2.23644218241171e-05,"R",1,2.23644218241171e-05,0.00439222116715957,0.00215577898474786
"letter send",28,26,478090,834939,0.0266511565818152,2.74239191157696e-05,"R",1,2.74239191157696e-05,0.0058562948895461,0.00311390297796914
"letter support",23,43,478095,834922,0.891780743176487,-3.39388518580049e-06,"D",0,-3.39388518580049e-06,0.00481052794498429,0.00514991646356434
"level debt",33,4,478085,834961,7.9789157966796e-11,6.42299983749726e-05,"R",1,6.42299983749726e-05,0.0069020618341079,0.000479061996610636
"level europe",24,0,478094,834965,3.80209815023e-10,5.01968133389665e-05,"R",1,5.01968133389665e-05,0.00501968133389665,0
"level executive",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"level federal",17,28,478101,834937,0.971662835064737,2.02173635235675e-06,"R",0,2.02173635235675e-06,0.00355560761151013,0.00335343397627445
"level fiscal",18,28,478100,834937,0.818105514985552,4.11327024148036e-06,"R",0,4.11327024148036e-06,0.00376476100042249,0.00335343397627445
"level funding",15,30,478103,834935,0.783866006261437,-4.55664140894365e-06,"D",0,-4.55664140894365e-06,0.00313730083368541,0.00359296497457977
"level government",33,34,478085,834931,0.0396260955698385,2.83003486291749e-05,"R",1,2.83003486291749e-05,0.0069020618341079,0.00407202697119041
"level percent",29,14,478089,834951,4.69526260866207e-05,4.38873129032123e-05,"R",1,4.38873129032123e-05,0.00606544827845846,0.00167671698813723
"level playing",103,151,478015,834814,0.191578954056406,3.45820868592161e-05,"R",0,3.45820868592161e-05,0.0215427990579731,0.0180845903720515
"level spending",56,17,478062,834948,2.00063517458205e-12,9.67657629349699e-05,"R",1,9.67657629349699e-05,0.0117125897790922,0.0020360134855952
"level strive",0,95,478118,834870,3.61578744267178e-13,-0.000113777224195026,"D",1,-0.000113777224195026,0,0.0113777224195026
"level support",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"lhorne prod",40,70,478078,834895,0.999999999996046,-1.74493841917137e-07,"D",0,-1.74493841917137e-07,0.00836613555649442,0.00838358494068614
"liberal conservative",21,14,478097,834951,0.00643931672473937,2.71550417902234e-05,"R",1,2.71550417902234e-05,0.00439222116715957,0.00167671698813723
"liberty justice",42,83,478076,834882,0.575188226056653,-1.15609409535156e-05,"D",0,-1.15609409535156e-05,0.00878444233431914,0.00994053642967071
"library congress",8,24,478110,834941,0.246896225054987,-1.20114486836493e-05,"D",0,-1.20114486836493e-05,0.00167322711129888,0.00287437197966382
"libyan people",30,28,478088,834937,0.0221890867056527,2.92116769109636e-05,"R",1,2.92116769109636e-05,0.00627460166737082,0.00335343397627445
"license agreement",28,21,478090,834944,0.00413791654180234,3.34121940734025e-05,"R",1,3.34121940734025e-05,0.0058562948895461,0.00251507548220584
"license construction",1,33,478117,834932,0.000105399506624152,-3.74310808312539e-05,"D",1,-3.74310808312539e-05,0.000209153388912361,0.00395226147203775
"lie table",864,1157,477254,833808,3.54752654821544e-09,0.00042139845500653,"R",1,0.00042139845500653,0.18070852802028,0.138568682519627
"lieberman senator",10,21,478108,834944,0.768749563114753,-4.23541593082235e-06,"D",0,-4.23541593082235e-06,0.00209153388912361,0.00251507548220584
"lieutenant colonel",32,81,478086,834884,0.0909768293311779,-3.00809698616985e-05,"D",0,-3.00809698616985e-05,0.00669290844519554,0.00970100543136539
"lieutenant commander",23,78,478095,834887,0.00604283716515953,-4.53118098892312e-05,"D",1,-4.53118098892312e-05,0.00481052794498429,0.00934170893390741
"lieutenant lieutenant",0,39,478118,834926,5.13066646801181e-06,-4.6708544669537e-05,"D",1,-4.6708544669537e-05,0,0.0046708544669537
"life accomplishment",15,31,478103,834934,0.701823109196027,-5.75429640047024e-06,"D",0,-5.75429640047024e-06,0.00313730083368541,0.00371273047373243
"life american",32,63,478086,834902,0.655656678292786,-8.52318001421985e-06,"D",0,-8.52318001421985e-06,0.00669290844519554,0.00754522644661752
"life change",14,25,478104,834940,0.999999999994554,-6.59900340434299e-07,"D",0,-6.59900340434299e-07,0.00292814744477305,0.00299413747881648
"life child",11,62,478107,834903,0.000244195456210102,-5.1247736694289e-05,"D",1,-5.1247736694289e-05,0.00230068727803597,0.00742546094746486
"life colleague",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"life community",12,31,478106,834934,0.3170297625864,-1.20288980678411e-05,"D",0,-1.20288980678411e-05,0.00250984066694833,0.00371273047373243
"life continue",14,21,478104,834944,0.790609280482407,4.13071962567207e-06,"R",0,4.13071962567207e-06,0.00292814744477305,0.00251507548220584
"life countless",14,33,478104,834932,0.428191245118791,-1.0241140272647e-05,"D",0,-1.0241140272647e-05,0.00292814744477305,0.00395226147203775
"life country",14,26,478104,834939,0.983025950768471,-1.85755533196089e-06,"D",0,-1.85755533196089e-06,0.00292814744477305,0.00311390297796914
"life cycle",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"life day",22,21,478096,834944,0.0640559988145905,2.08629907386609e-05,"R",0,2.08629907386609e-05,0.00460137455607193,0.00251507548220584
"life death",13,24,478105,834941,0.999999999999978,-1.55377923803131e-06,"D",0,-1.55377923803131e-06,0.00271899405586069,0.00287437197966382
"life expectancy",18,26,478100,834939,0.643139698796569,6.50858022453354e-06,"R",0,6.50858022453354e-06,0.00376476100042249,0.00311390297796914
"life extend",1,98,478117,834867,5.34576502503016e-13,-0.000115278655280482,"D",1,-0.000115278655280482,0.000209153388912361,0.0117370189169606
"life family",30,54,478088,834911,0.98444736258023,-1.92735286872775e-06,"D",0,-1.92735286872775e-06,0.00627460166737082,0.00646733695424359
"life health",8,22,478110,834943,0.357793432147118,-9.61613870059615e-06,"D",0,-9.61613870059615e-06,0.00167322711129888,0.0026348409813585
"life improve",2,25,478116,834940,0.00336608295335049,-2.57583070099176e-05,"D",1,-2.57583070099176e-05,0.000418306777824721,0.00299413747881648
"life insurance",24,18,478094,834947,0.00849258969174381,2.86390234914879e-05,"R",1,2.86390234914879e-05,0.00501968133389665,0.00215577898474786
"life legacy",22,51,478096,834914,0.320907846492619,-1.50666590071368e-05,"D",0,-1.50666590071368e-05,0.00460137455607193,0.00610804045678561
"life life",12,44,478106,834921,0.028424122757615,-2.75984129576867e-05,"D",1,-2.75984129576867e-05,0.00250984066694833,0.005269681962717
"life line",39,56,478079,834909,0.404590546643993,1.45011421503315e-05,"R",0,1.45011421503315e-05,0.00815698216758206,0.00670686795254891
"life live",22,58,478096,834907,0.123458184045484,-2.3450243947823e-05,"D",0,-2.3450243947823e-05,0.00460137455607193,0.00694639895085423
"life lose",30,45,478088,834920,0.599015196418493,8.85154205501157e-06,"R",0,8.85154205501157e-06,0.00627460166737082,0.00538944746186966
"life million",6,26,478112,834939,0.0583990970411732,-1.85898264449497e-05,"D",0,-1.85898264449497e-05,0.00125492033347416,0.00311390297796914
"life nation",16,26,478102,834939,0.947070236064512,2.32551244628633e-06,"R",0,2.32551244628633e-06,0.00334645422259777,0.00311390297796914
"life people",26,91,478092,834874,0.00197604492187248,-5.4606723111706e-05,"D",1,-5.4606723111706e-05,0.00543798811172137,0.010898660422892
"life property",11,21,478107,834944,0.955526863122002,-2.14388204169875e-06,"D",0,-2.14388204169875e-06,0.00230068727803597,0.00251507548220584
"life protect",15,28,478103,834937,0.960289554103028,-2.16133142589046e-06,"D",0,-2.16133142589046e-06,0.00313730083368541,0.00335343397627445
"life public",18,48,478100,834917,0.157028507227547,-1.98398295890515e-05,"D",0,-1.98398295890515e-05,0.00376476100042249,0.00574874395932764
"life resident",3,27,478115,834938,0.0048513536390296,-2.60620831038471e-05,"D",1,-2.60620831038471e-05,0.000627460166737082,0.0032336684771218
"life save",28,68,478090,834897,0.170910824107393,-2.28775905283472e-05,"D",0,-2.28775905283472e-05,0.0058562948895461,0.00814405394238082
"life science",4,22,478114,834943,0.042922609463575,-1.79822742570906e-05,"D",1,-1.79822742570906e-05,0.000836613555649442,0.0026348409813585
"life serve",41,69,478077,834896,0.929426253668642,3.11469503873305e-06,"R",0,3.11469503873305e-06,0.00857528894540678,0.00826381944153348
"life service",77,81,478041,834884,0.00171006694984323,6.40380551488637e-05,"R",1,6.40380551488637e-05,0.0161048109462518,0.00970100543136539
"life support",6,24,478112,834941,0.0932605849733469,-1.61945164618966e-05,"D",0,-1.61945164618966e-05,0.00125492033347416,0.00287437197966382
"life thousand",6,23,478112,834942,0.117204533922778,-1.499686147037e-05,"D",0,-1.499686147037e-05,0.00125492033347416,0.00275460648051116
"life time",9,30,478109,834935,0.117746798601165,-1.71058447436853e-05,"D",0,-1.71058447436853e-05,0.00188238050021125,0.00359296497457977
"life touch",13,47,478105,834918,0.0251199462643483,-2.90998440431429e-05,"D",1,-2.90998440431429e-05,0.00271899405586069,0.00562897846017498
"life woman",10,28,478108,834937,0.260649752994435,-1.26190008715085e-05,"D",0,-1.26190008715085e-05,0.00209153388912361,0.00335343397627445
"lifetime achievement",22,51,478096,834914,0.320907846492619,-1.50666590071368e-05,"D",0,-1.50666590071368e-05,0.00460137455607193,0.00610804045678561
"lifetime appointment",23,5,478095,834960,1.34719837097528e-06,4.211700449221e-05,"R",1,4.211700449221e-05,0.00481052794498429,0.000598827495763295
"lifetime service",22,24,478096,834941,0.145484370488039,1.72700257640811e-05,"R",0,1.72700257640811e-05,0.00460137455607193,0.00287437197966382
"light bulb",6,44,478112,834921,0.000580670985424585,-4.01476162924284e-05,"D",1,-4.01476162924284e-05,0.00125492033347416,0.005269681962717
"limit ability",24,30,478094,834935,0.277775872983362,1.42671635931688e-05,"R",0,1.42671635931688e-05,0.00501968133389665,0.00359296497457977
"limit amount",25,14,478093,834951,0.000609202385009161,3.55211773467179e-05,"R",1,3.55211773467179e-05,0.00522883472280901,0.00167671698813723
"limit debate",13,26,478105,834939,0.815638202867266,-3.94908922108449e-06,"D",0,-3.94908922108449e-06,0.00271899405586069,0.00311390297796914
"limit debt",24,4,478094,834961,1.73768419434041e-07,4.54061933728602e-05,"R",1,4.54061933728602e-05,0.00501968133389665,0.000479061996610636
"limit federal",21,18,478097,834947,0.0360519378408844,2.23644218241171e-05,"R",1,2.23644218241171e-05,0.00439222116715957,0.00215577898474786
"limit hour",14,31,478104,834934,0.559158544730163,-7.84583028959385e-06,"D",0,-7.84583028959385e-06,0.00292814744477305,0.00371273047373243
"limit increase",85,33,478033,834932,1.91943288645388e-15,0.000138257765855129,"R",1,0.000138257765855129,0.0177780380575506,0.00395226147203775
"limit raise",30,10,478088,834955,9.21414865715681e-07,5.07694667584423e-05,"R",1,5.07694667584423e-05,0.00627460166737082,0.00119765499152659
"limit time",24,20,478094,834945,0.0191211173854763,2.62437135084347e-05,"R",1,2.62437135084347e-05,0.00501968133389665,0.00239530998305318
"limitation apply",1,21,478117,834944,0.00391755157548851,-2.30592209329348e-05,"D",1,-2.30592209329348e-05,0.000209153388912361,0.00251507548220584
"limited government",45,2,478073,834963,1.02341332067049e-16,9.17237150275091e-05,"R",1,9.17237150275091e-05,0.00941190250105623,0.000239530998305318
"limited resource",14,25,478104,834940,0.999999999994554,-6.59900340434299e-07,"D",0,-6.59900340434299e-07,0.00292814744477305,0.00299413747881648
"limited time",6,58,478112,834907,1.26953338990183e-05,-5.69147861738006e-05,"D",1,-5.69147861738006e-05,0.00125492033347416,0.00694639895085423
"line add",27,22,478091,834943,0.0101534669888051,3.01230051927523e-05,"R",1,3.01230051927523e-05,0.00564714150063373,0.0026348409813585
"line duty",43,90,478075,834875,0.374513284659605,-1.78529920050782e-05,"D",0,-1.78529920050782e-05,0.0089935957232315,0.0107788949237393
"line follow",25,36,478093,834929,0.542506633123039,9.17276753313286e-06,"R",0,9.17276753313286e-06,0.00522883472280901,0.00431155796949573
"line insert",113,187,478005,834778,0.695259740529296,1.23818460554949e-05,"R",0,1.23818460554949e-05,0.0236343329470967,0.0223961483415472
"line item",9,67,478109,834898,1.47527754140474e-05,-6.14190794301692e-05,"D",1,-6.14190794301692e-05,0.00188238050021125,0.00802428844322816
"line page",3,28,478115,834937,0.00365087153694836,-2.72597380953737e-05,"D",1,-2.72597380953737e-05,0.000627460166737082,0.00335343397627445
"line program",1,26,478117,834939,0.00086186653550632,-2.90474958905678e-05,"D",1,-2.90474958905678e-05,0.000209153388912361,0.00311390297796914
"line sand",10,30,478108,834935,0.181655825689912,-1.50143108545617e-05,"D",0,-1.50143108545617e-05,0.00209153388912361,0.00359296497457977
"line strike",47,143,478071,834822,0.00107812366557793,-7.2962570999493e-05,"D",1,-7.2962570999493e-05,0.00983020927888095,0.0171264663788303
"lisa jackson",21,4,478097,834961,2.16752548188055e-06,3.91315917054893e-05,"R",1,3.91315917054893e-05,0.00439222116715957,0.000479061996610636
"list committee",18,26,478100,834939,0.643139698796569,6.50858022453354e-06,"R",0,6.50858022453354e-06,0.00376476100042249,0.00311390297796914
"list family",8,22,478110,834943,0.357793432147118,-9.61613870059615e-06,"D",0,-9.61613870059615e-06,0.00167322711129888,0.0026348409813585
"list paragraph",0,21,478118,834944,0.00119116883773933,-2.51507548220584e-05,"D",1,-2.51507548220584e-05,0,0.00251507548220584
"listen carefully",9,22,478109,834943,0.504597276728854,-7.52460481147255e-06,"D",0,-7.52460481147255e-06,0.00188238050021125,0.0026348409813585
"listen republican",7,24,478111,834941,0.157420784750278,-1.41029825727729e-05,"D",0,-1.41029825727729e-05,0.00146407372238652,0.00287437197966382
"listen senator",3,23,478115,834942,0.0150141392118228,-2.12714631377408e-05,"D",1,-2.12714631377408e-05,0.000627460166737082,0.00275460648051116
"literacy plan",30,1,478088,834964,1.06093701067218e-11,6.15483616821816e-05,"R",1,6.15483616821816e-05,0.00627460166737082,0.000119765499152659
"live country",24,17,478094,834948,0.00540393408182043,2.98366784830145e-05,"R",1,2.98366784830145e-05,0.00501968133389665,0.0020360134855952
"live life",42,100,478076,834865,0.108403253741877,-3.19210758094677e-05,"D",0,-3.19210758094677e-05,0.00878444233431914,0.0119765499152659
"live poverty",3,53,478115,834912,2.72066545508625e-06,-5.72011128835385e-05,"D",1,-5.72011128835385e-05,0.000627460166737082,0.00634757145509093
"live united",13,34,478105,834931,0.27332616707734,-1.35303291532972e-05,"D",0,-1.35303291532972e-05,0.00271899405586069,0.00407202697119041
"lll section",3,24,478115,834941,0.0113346796171729,-2.24691181292674e-05,"D",1,-2.24691181292674e-05,0.000627460166737082,0.00287437197966382
"loan credit",7,21,478111,834944,0.289787675641653,-1.05100175981932e-05,"D",0,-1.05100175981932e-05,0.00146407372238652,0.00251507548220584
"loan debt",5,37,478113,834928,0.00168705515952931,-3.38555652408658e-05,"D",1,-3.38555652408658e-05,0.0010457669445618,0.00443132346864839
"loan fund",10,23,478108,834942,0.583403016742973,-6.63072591387553e-06,"D",0,-6.63072591387553e-06,0.00209153388912361,0.00275460648051116
"loan guarantee",75,158,478043,834807,0.203483152139574,-3.23644469769309e-05,"D",0,-3.23644469769309e-05,0.015686504168427,0.0189229488661201
"loan loan",21,97,478097,834868,4.00906259204218e-05,-7.22503225064836e-05,"D",1,-7.22503225064836e-05,0.00439222116715957,0.0116172534178079
"loan modification",66,11,478052,834954,7.13535015618676e-19,0.000124867031775365,"R",1,0.000124867031775365,0.0138041236682158,0.00131742049067925
"loan money",22,27,478096,834938,0.277438526991103,1.36770607895014e-05,"R",0,1.36770607895014e-05,0.00460137455607193,0.0032336684771218
"loan program",34,82,478084,834883,0.135404543095346,-2.70955570749779e-05,"D",0,-2.70955570749779e-05,0.00711121522302026,0.00982077093051805
"loan repayment",6,38,478112,834927,0.00285368855389912,-3.29616863432688e-05,"D",1,-3.29616863432688e-05,0.00125492033347416,0.00455108896780105
"loan student",4,23,478114,834942,0.0329862173473181,-1.91799292486172e-05,"D",1,-1.91799292486172e-05,0.000836613555649442,0.00275460648051116
"local agency",9,60,478109,834905,9.26475438210739e-05,-5.3035494489483e-05,"D",1,-5.3035494489483e-05,0.00188238050021125,0.00718592994915955
"local business",38,57,478080,834908,0.535111181920801,1.12119532696813e-05,"R",0,1.12119532696813e-05,0.0079478287786697,0.00682663345170157
"local community",107,168,478011,834797,0.424841651904991,2.25880875597585e-05,"R",0,2.25880875597585e-05,0.0223794126136226,0.0201206038576467
"local economy",19,53,478099,834912,0.0999573087028804,-2.37365706575608e-05,"D",0,-2.37365706575608e-05,0.00397391438933485,0.00634757145509093
"local educational",123,410,477995,834555,2.09384217674185e-10,-0.000233779878163699,"D",1,-0.000233779878163699,0.0257258668362203,0.0491038546525902
"local entity",2,27,478116,834938,0.00186902338630461,-2.81536169929707e-05,"D",1,-2.81536169929707e-05,0.000418306777824721,0.0032336684771218
"local family",28,4,478090,834961,5.80141055104547e-09,5.37723289293546e-05,"R",1,5.37723289293546e-05,0.0058562948895461,0.000479061996610636
"local federal",20,28,478098,834937,0.544095914198055,8.29633801972757e-06,"R",0,8.29633801972757e-06,0.00418306777824721,0.00335343397627445
"local fund",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"local government",207,492,477911,834473,0.000218229349184261,-0.000156298740782496,"D",1,-0.000156298740782496,0.0432947515048586,0.0589246255831083
"local implementation",0,21,478118,834944,0.00119116883773933,-2.51507548220584e-05,"D",1,-2.51507548220584e-05,0,0.00251507548220584
"local jurisdiction",7,23,478111,834942,0.193940303625373,-1.29053275812464e-05,"D",0,-1.29053275812464e-05,0.00146407372238652,0.00275460648051116
"local law",30,174,478088,834791,1.88171545857149e-10,-0.000145645951851919,"D",1,-0.000145645951851919,0.00627460166737082,0.0208391968525627
"local level",36,61,478082,834904,0.969618247188449,2.23826552532776e-06,"R",0,2.23826552532776e-06,0.00752952200084498,0.0073056954483122
"local national",30,41,478088,834924,0.368302271324091,1.36421620211179e-05,"R",0,1.36421620211179e-05,0.00627460166737082,0.00491038546525902
"local official",25,37,478093,834928,0.611460206050661,7.97511254160627e-06,"R",0,7.97511254160627e-06,0.00522883472280901,0.00443132346864839
"local plan",0,55,478118,834910,4.4507572521506e-08,-6.58710245339625e-05,"D",1,-6.58710245339625e-05,0,0.00658710245339625
"local police",8,24,478110,834941,0.246896225054987,-1.20114486836493e-05,"D",0,-1.20114486836493e-05,0.00167322711129888,0.00287437197966382
"local resident",12,28,478106,834937,0.497470728617289,-8.43593309326128e-06,"D",0,-8.43593309326128e-06,0.00250984066694833,0.00335343397627445
"local school",56,50,478062,834915,0.000644495517888472,5.72431482145924e-05,"R",1,5.72431482145924e-05,0.0117125897790922,0.00598827495763295
"local tax",29,14,478089,834951,4.69526260866207e-05,4.38873129032123e-05,"R",1,4.38873129032123e-05,0.00606544827845846,0.00167671698813723
"local tribal",19,70,478099,834895,0.00446508520018421,-4.40967055135129e-05,"D",1,-4.40967055135129e-05,0.00397391438933485,0.00838358494068614
"local union",0,25,478118,834940,0.000349162734836604,-2.99413747881648e-05,"D",1,-2.99413747881648e-05,0,0.00299413747881648
"local workforce",0,99,478118,834866,1.12708886221512e-13,-0.000118567844161133,"D",1,-0.000118567844161133,0,0.0118567844161133
"lockheed martin",35,10,478083,834955,1.99938235820758e-08,6.12271362040603e-05,"R",1,6.12271362040603e-05,0.00732036861193262,0.00119765499152659
"longterm care",33,48,478085,834917,0.487534661734746,1.15331787478026e-05,"R",0,1.15331787478026e-05,0.0069020618341079,0.00574874395932764
"longterm debt",14,23,478104,834942,0.992473395175484,1.73540964261888e-06,"R",0,1.73540964261888e-06,0.00292814744477305,0.00275460648051116
"longterm deficit",21,36,478097,834929,0.999999999997733,8.06631976638439e-07,"R",0,8.06631976638439e-07,0.00439222116715957,0.00431155796949573
"longterm economic",12,23,478106,834942,0.931651134126788,-2.44765813562833e-06,"D",0,-2.44765813562833e-06,0.00250984066694833,0.00275460648051116
"longterm fiscal",15,25,478103,834940,0.999999999999987,1.43163354868931e-06,"R",0,1.43163354868931e-06,0.00313730083368541,0.00299413747881648
"longterm solution",16,21,478102,834944,0.488462762363172,8.31378740391928e-06,"R",0,8.31378740391928e-06,0.00334645422259777,0.00251507548220584
"loophole tax",11,39,478107,834926,0.04873099154377,-2.37016718891774e-05,"D",1,-2.37016718891774e-05,0.00230068727803597,0.0046708544669537
"los alamo",0,22,478118,834943,0.000875327678899034,-2.6348409813585e-05,"D",1,-2.6348409813585e-05,0,0.0026348409813585
"los angeles",49,360,478069,834605,1.63742818538156e-24,-0.000328670636382516,"D",1,-0.000328670636382516,0.0102485160567057,0.0431155796949573
"lose access",4,23,478114,834942,0.0329862173473181,-1.91799292486172e-05,"D",1,-1.91799292486172e-05,0.000836613555649442,0.00275460648051116
"lose billion",14,29,478104,834936,0.713827700954117,-5.45052030654066e-06,"D",0,-5.45052030654066e-06,0.00292814744477305,0.00347319947542711
"lose day",5,22,478113,834943,0.0832211919966864,-1.5890740367967e-05,"D",0,-1.5890740367967e-05,0.0010457669445618,0.0026348409813585
"lose health",5,22,478113,834943,0.0832211919966864,-1.5890740367967e-05,"D",0,-1.5890740367967e-05,0.0010457669445618,0.0026348409813585
"lose home",17,68,478101,834897,0.0024299027821631,-4.58844633087069e-05,"D",1,-4.58844633087069e-05,0.00355560761151013,0.00814405394238082
"lose job",135,342,477983,834623,0.000278939156755673,-0.000127240932070407,"D",1,-0.000127240932070407,0.0282357075031687,0.0409598007102094
"lose life",85,121,478033,834844,0.169302428376361,3.2864126600789e-05,"R",0,3.2864126600789e-05,0.0177780380575506,0.0144916253974718
"lose market",38,8,478080,834957,2.03850573541985e-10,6.98970478544843e-05,"R",1,6.98970478544843e-05,0.0079478287786697,0.000958123993221273
"lose million",29,46,478089,834919,0.775001608538982,5.56235317436138e-06,"R",0,5.56235317436138e-06,0.00606544827845846,0.00550921296102232
"lose money",15,21,478103,834944,0.629764321949613,6.22225351479567e-06,"R",0,6.22225351479567e-06,0.00313730083368541,0.00251507548220584
"lose opportunity",9,23,478109,834942,0.429214425567854,-8.72225980299914e-06,"D",0,-8.72225980299914e-06,0.00188238050021125,0.00275460648051116
"lose sight",22,48,478096,834917,0.457907130380119,-1.1473694032557e-05,"D",0,-1.1473694032557e-05,0.00460137455607193,0.00574874395932764
"loss injury",0,21,478118,834944,0.00119116883773933,-2.51507548220584e-05,"D",1,-2.51507548220584e-05,0,0.00251507548220584
"loss job",25,45,478093,834920,0.999999999996846,-1.60612739060646e-06,"D",0,-1.60612739060646e-06,0.00522883472280901,0.00538944746186966
"loss life",18,46,478100,834919,0.212070285374608,-1.74445196059983e-05,"D",0,-1.74445196059983e-05,0.00376476100042249,0.00550921296102232
"loss replacement",1,26,478117,834939,0.00086186653550632,-2.90474958905678e-05,"D",1,-2.90474958905678e-05,0.000209153388912361,0.00311390297796914
"lot american",23,17,478095,834948,0.00912002381380924,2.77451445938909e-05,"R",1,2.77451445938909e-05,0.00481052794498429,0.0020360134855952
"lot discussion",24,7,478094,834958,5.15432694177814e-06,4.18132283982804e-05,"R",1,4.18132283982804e-05,0.00501968133389665,0.000838358494068614
"lot folk",13,27,478105,834938,0.726432445942498,-5.14674421261109e-06,"D",0,-5.14674421261109e-06,0.00271899405586069,0.0032336684771218
"lot job",32,42,478086,834923,0.271107461417635,1.66275748078386e-05,"R",0,1.66275748078386e-05,0.00669290844519554,0.00503015096441168
"lot money",82,92,478036,834873,0.00425436539014945,6.13215196876893e-05,"R",1,6.13215196876893e-05,0.0171505778908136,0.0110184259220446
"lot people",180,144,477938,834821,1.20850023849007e-12,0.00020401378126242,"R",1,0.00020401378126242,0.0376476100042249,0.0172462318779829
"lot talk",31,28,478087,834937,0.0146994875783027,3.13032108000872e-05,"R",1,3.13032108000872e-05,0.00648375505628318,0.00335343397627445
"lot time",65,89,478053,834876,0.158210054295037,2.93584085471678e-05,"R",0,2.93584085471678e-05,0.0135949702793034,0.0106591294245867
"louisiana landrieu",19,29,478099,834936,0.759101518775059,5.00714913907736e-06,"R",0,5.00714913907736e-06,0.00397391438933485,0.00347319947542711
"louisiana vitter",36,13,478082,834952,1.58330198977167e-07,5.97257051186041e-05,"R",1,5.97257051186041e-05,0.00752952200084498,0.00155695148898457
"love country",50,46,478068,834919,0.00203466234054395,4.94845648459571e-05,"R",1,4.94845648459571e-05,0.010457669445618,0.00550921296102232
"love family",59,59,478059,834906,0.00295843559311534,5.27388549582239e-05,"R",1,5.27388549582239e-05,0.0123400499458293,0.00706616445000689
"love life",18,29,478100,834936,0.90674740949376,2.91561524995376e-06,"R",0,2.91561524995376e-06,0.00376476100042249,0.00347319947542711
